"date","R_calc","lower","upper"
2021-04-05,0.900326222457666,0.896194475714213,0.912732410007012
2021-04-06,0.842658063360194,0.838554192751125,0.854982396978562
2021-04-07,0.867325324343194,0.863208987037301,0.871443660524972
2021-04-08,0.950045342142769,0.945892717851393,0.950045342142769
2021-04-09,1.03342186983578,1.02505794406633,1.03342186983578
2021-04-10,1.07951927956306,1.07112621003721,1.08371770978863
2021-04-11,1.07112621003721,1.06273825801909,1.07112621003721
2021-04-12,1.04179128267247,1.03760589585848,1.04179128267247
2021-04-13,1.05854622523942,1.05435550114075,1.05854622523942
2021-04-14,1.10052385438722,1.09632047249647,1.10052385438722
2021-04-15,1.13419398675185,1.12998110799609,1.13840801695007
2021-04-16,1.15105694141283,1.15105694141283,1.15527550314493
2021-04-17,1.14262319105644,1.13840801695007,1.14683950164831
2021-04-18,1.08791739135946,1.08371770978863,1.0921183152307
2021-04-19,1.02505794406633,1.02087806671741,1.03342186983578
2021-04-20,1.00834691507031,1.00417273083395,1.01669959496233
2021-04-21,1.03342186983578,1.02923921553555,1.03760589585848
2021-04-22,1.05435550114075,1.05435550114075,1.06273825801909
2021-04-23,1.07112621003721,1.06693158954486,1.07532210986907
2021-04-24,1.06273825801909,1.05854622523942,1.06693158954486
2021-04-25,1.01252254046239,1.00834691507031,1.02087806671741
2021-04-26,0.954199599006855,0.950045342142769,0.962512949857593
2021-04-27,0.937592429145145,0.93344479647844,0.945892717851393
2021-04-28,0.954199599006855,0.950045342142769,0.958355473230891
2021-04-29,0.97083265173802,0.97083265173802,0.974994848311079
2021-04-30,0.979158589916156,0.979158589916156,0.98332386280195
2021-05-01,0.974994848311079,0.97083265173802,0.974994848311079
2021-05-02,0.925154635950194,0.925154635950194,0.929298859891217
2021-05-03,0.867325324343194,0.867325324343194,0.871443660524972
2021-05-04,0.854982396978562,0.854982396978562,0.85909467049139
2021-05-05,0.879686243881497,0.879686243881497,0.883810449168488
2021-05-06,0.908595208138116,0.90445980616395,0.912732410007012
2021-05-07,0.93344479647844,0.925154635950194,0.937592429145145
2021-05-08,0.93344479647844,0.925154635950194,0.937592429145145
2021-05-09,0.896194475714213,0.887936569541956,0.900326222457666
2021-05-10,0.842658063360194,0.834452482637705,0.846764070133907
2021-05-11,0.838554192751125,0.830352957785943,0.842658063360194
2021-05-12,0.867325324343194,0.85909467049139,0.875563974080304
2021-05-13,0.879686243881497,0.867325324343194,0.883810449168488
2021-05-14,0.867325324343194,0.85909467049139,0.875563974080304
2021-05-15,0.854982396978562,0.842658063360194,0.863208987037301
2021-05-16,0.809889010742873,0.801719646642379,0.8180677491566
2021-05-17,0.761021657630686,0.752913591034572,0.765079781178265
2021-05-18,0.773204038261687,0.761021657630686,0.777270105385903
2021-05-19,0.8180677491566,0.805803142942949,0.826255643404946
2021-05-20,0.85909467049139,0.842658063360194,0.867325324343194
2021-05-21,0.887936569541956,0.867325324343194,0.896194475714213
2021-05-22,0.887936569541956,0.871443660524972,0.900326222457666
2021-05-23,0.846764070133907,0.830352957785943,0.854982396978562
2021-05-24,0.769140585888771,0.756966249346132,0.777270105385903
2021-05-25,0.696486102038438,0.684475951854875,0.700496249233713
2021-05-26,0.692479305975025,0.676486564168091,0.696486102038438
2021-05-27,0.736731173648702,0.720595698363115,0.744816666282179
2021-05-28,0.785409955130614,0.765079781178265,0.797638550389006
2021-05-29,0.813977221997539,0.793559883242988,0.830352957785943
2021-05-30,0.801719646642379,0.777270105385903,0.813977221997539
2021-05-31,0.769140585888771,0.752913591034572,0.781338754929661
2021-06-01,0.78948367478601,0.765079781178265,0.801719646642379
2021-06-02,0.822160565155137,0.801719646642379,0.838554192751125
2021-06-03,0.842658063360194,0.8180677491566,0.854982396978562
2021-06-04,0.838554192751125,0.813977221997539,0.850872189168292
2021-06-05,0.826255643404946,0.801719646642379,0.838554192751125
2021-06-06,0.781338754929661,0.761021657630686,0.78948367478601
2021-06-07,0.736731173648702,0.716569457621152,0.744816666282179
2021-06-08,0.748863718026246,0.728657413844429,0.761021657630686
2021-06-09,0.78948367478601,0.769140585888771,0.801719646642379
2021-06-10,0.826255643404946,0.801719646642379,0.838554192751125
2021-06-11,0.846764070133907,0.822160565155137,0.85909467049139
2021-06-12,0.838554192751125,0.813977221997539,0.850872189168292
2021-06-13,0.78948367478601,0.769140585888771,0.797638550389006
2021-06-14,0.728657413844429,0.712546349836756,0.736731173648702
2021-06-15,0.708526417138469,0.688475906996217,0.712546349836756
2021-06-16,0.708526417138469,0.688475906996217,0.716569457621152
2021-06-17,0.716569457621152,0.696486102038438,0.728657413844429
2021-06-18,0.728657413844429,0.704509702396384,0.740772472404806
2021-06-19,0.724625030664155,0.700496249233713,0.736731173648702
2021-06-20,0.68047948811588,0.66055126357827,0.692479305975025
2021-06-21,0.640717946769487,0.620986469109986,0.652606172724716
2021-06-22,0.656576794100431,0.632812727158875,0.672497229236341
2021-06-23,0.700496249233713,0.672497229236341,0.716569457621152
2021-06-24,0.752913591034572,0.724625030664155,0.773204038261687
2021-06-25,0.801719646642379,0.769140585888771,0.822160565155137
2021-06-26,0.8180677491566,0.785409955130614,0.838554192751125
2021-06-27,0.793559883242988,0.761021657630686,0.813977221997539
2021-06-28,0.777270105385903,0.744816666282179,0.78948367478601
2021-06-29,0.813977221997539,0.781338754929661,0.830352957785943
2021-06-30,0.879686243881497,0.846764070133907,0.896194475714213
2021-07-01,0.937592429145145,0.900326222457666,0.954199599006855
2021-07-02,0.974994848311079,0.94174174160594,0.99165894854391
2021-07-03,0.987490653444715,0.958355473230891,1
2021-07-04,0.950045342142769,0.925154635950194,0.958355473230891
2021-07-05,0.925154635950194,0.900326222457666,0.93344479647844
2021-07-06,0.966672014180265,0.945892717851393,0.974994848311079
2021-07-07,1.03342186983578,1.01252254046239,1.03760589585848
2021-07-08,1.0921183152307,1.07112621003721,1.09632047249647
2021-07-09,NA,NA,NA
2021-07-10,NA,NA,NA
2021-07-11,NA,NA,NA
2021-07-12,NA,NA,NA
2021-07-13,NA,NA,NA
2021-07-14,NA,NA,NA
2021-07-15,NA,NA,NA
2021-07-16,NA,NA,NA
2021-07-17,NA,NA,NA
2021-07-18,NA,NA,NA
2021-07-19,NA,NA,NA
2021-07-20,NA,NA,NA
2021-07-21,NA,NA,NA
2021-07-22,NA,NA,NA
2021-07-23,NA,NA,NA
2021-07-24,NA,NA,NA
2021-07-25,NA,NA,NA
2021-07-26,NA,NA,NA
2021-07-27,NA,NA,NA
2021-07-28,NA,NA,NA
2021-07-29,NA,NA,NA
2021-07-30,NA,NA,NA
2021-07-31,NA,NA,NA
2021-08-01,NA,NA,NA
2021-08-02,NA,NA,NA
2021-08-03,NA,NA,NA
2021-08-04,NA,NA,NA
2021-08-05,NA,NA,NA
2021-08-06,NA,NA,NA
2021-08-07,NA,NA,NA
2021-08-08,NA,NA,NA
2021-08-09,NA,NA,NA
2021-08-10,NA,NA,NA
2021-08-11,NA,NA,NA
2021-08-12,NA,NA,NA
2021-08-13,NA,NA,NA
2021-08-14,NA,NA,NA
2021-08-15,NA,NA,NA
2021-08-16,NA,NA,NA
2021-08-17,NA,NA,NA
2021-08-18,NA,NA,NA
2021-08-19,NA,NA,NA
2021-08-20,NA,NA,NA
2021-08-21,NA,NA,NA
2021-08-22,NA,NA,NA
2021-08-23,NA,NA,NA
2021-08-24,NA,NA,NA
2021-08-25,NA,NA,NA
2021-08-26,NA,NA,NA
2021-08-27,NA,NA,NA
2021-08-28,NA,NA,NA
2021-08-29,NA,NA,NA
2021-08-30,NA,NA,NA
2021-08-31,NA,NA,NA
2021-09-01,NA,NA,NA
2021-09-02,NA,NA,NA
2021-09-03,NA,NA,NA
2021-09-04,NA,NA,NA
2021-09-05,NA,NA,NA
2021-09-06,NA,NA,NA
2021-09-07,NA,NA,NA
2021-09-08,NA,NA,NA
2021-09-09,NA,NA,NA
2021-09-10,NA,NA,NA
2021-09-11,NA,NA,NA
2021-09-12,NA,NA,NA
2021-09-13,NA,NA,NA
2021-09-14,NA,NA,NA
2021-09-15,NA,NA,NA
2021-09-16,NA,NA,NA
2021-09-17,NA,NA,NA
2021-09-18,NA,NA,NA
2021-09-19,NA,NA,NA
2021-09-20,NA,NA,NA
2021-09-21,NA,NA,NA
2021-09-22,NA,NA,NA
2021-09-23,NA,NA,NA
2021-09-24,NA,NA,NA
2021-09-25,NA,NA,NA
2021-09-26,NA,NA,NA
2021-09-27,NA,NA,NA
2021-09-28,NA,NA,NA
2021-09-29,NA,NA,NA
2021-09-30,NA,NA,NA
2021-10-01,NA,NA,NA
2021-10-02,NA,NA,NA
2021-10-03,NA,NA,NA
2021-10-04,NA,NA,NA
2021-10-05,NA,NA,NA
2021-10-06,NA,NA,NA
2021-10-07,NA,NA,NA
2021-10-08,NA,NA,NA
2021-10-09,NA,NA,NA
2021-10-10,NA,NA,NA
2021-10-11,NA,NA,NA
2021-10-12,NA,NA,NA
2021-10-13,NA,NA,NA
2021-10-14,NA,NA,NA
2021-10-15,NA,NA,NA
2021-10-16,NA,NA,NA
2021-10-17,NA,NA,NA
2021-10-18,NA,NA,NA
2021-10-19,NA,NA,NA
2021-10-20,NA,NA,NA
2021-10-21,NA,NA,NA
2021-10-22,NA,NA,NA
2021-10-23,NA,NA,NA
2021-10-24,NA,NA,NA
2021-10-25,NA,NA,NA
2021-10-26,NA,NA,NA
2021-10-27,NA,NA,NA
2021-10-28,NA,NA,NA
2021-10-29,NA,NA,NA
2021-10-30,NA,NA,NA
2021-10-31,NA,NA,NA
2021-11-01,NA,NA,NA
2021-11-02,NA,NA,NA
2021-11-03,NA,NA,NA
2021-11-04,NA,NA,NA
2021-11-05,NA,NA,NA
2021-11-06,NA,NA,NA
2021-11-07,NA,NA,NA
2021-11-08,NA,NA,NA
2021-11-09,NA,NA,NA
2021-11-10,NA,NA,NA
2021-11-11,NA,NA,NA
2021-11-12,NA,NA,NA
2021-11-13,NA,NA,NA
2021-11-14,NA,NA,NA
2021-11-15,NA,NA,NA
2021-11-16,NA,NA,NA
2021-11-17,NA,NA,NA
2021-11-18,NA,NA,NA
2021-11-19,NA,NA,NA
2021-11-20,NA,NA,NA
2021-11-21,NA,NA,NA
2021-11-22,NA,NA,NA
2021-11-23,NA,NA,NA
2021-11-24,NA,NA,NA
2021-11-25,NA,NA,NA
2021-11-26,NA,NA,NA
2021-11-27,NA,NA,NA
2021-11-28,NA,NA,NA
2021-11-29,NA,NA,NA
2021-11-30,NA,NA,NA
2021-12-01,NA,NA,NA
2021-12-02,NA,NA,NA
2021-12-03,NA,NA,NA
2021-12-04,NA,NA,NA
2021-12-05,NA,NA,NA
2021-12-06,NA,NA,NA
2021-12-07,NA,NA,NA
2021-12-08,NA,NA,NA
2021-12-09,NA,NA,NA
2021-12-10,NA,NA,NA
2021-12-11,NA,NA,NA
2021-12-12,NA,NA,NA
2021-12-13,NA,NA,NA
2021-12-14,NA,NA,NA
2021-12-15,NA,NA,NA
2021-12-16,NA,NA,NA
2021-12-17,NA,NA,NA
2021-12-18,NA,NA,NA
2021-12-19,NA,NA,NA
2021-12-20,NA,NA,NA
2021-12-21,NA,NA,NA
2021-12-22,NA,NA,NA
2021-12-23,NA,NA,NA
2021-12-24,NA,NA,NA
2021-12-25,NA,NA,NA
2021-12-26,NA,NA,NA
2021-12-27,NA,NA,NA
2021-12-28,NA,NA,NA
2021-12-29,NA,NA,NA
2021-12-30,NA,NA,NA
2021-12-31,NA,NA,NA
2022-01-01,NA,NA,NA
2022-01-02,NA,NA,NA
2022-01-03,NA,NA,NA
2022-01-04,NA,NA,NA
2022-01-05,NA,NA,NA
2022-01-06,NA,NA,NA
2022-01-07,NA,NA,NA
2022-01-08,NA,NA,NA
2022-01-09,NA,NA,NA
2022-01-10,NA,NA,NA
2022-01-11,NA,NA,NA
2022-01-12,NA,NA,NA
2022-01-13,NA,NA,NA
2022-01-14,NA,NA,NA
2022-01-15,NA,NA,NA
2022-01-16,NA,NA,NA
2022-01-17,NA,NA,NA
2022-01-18,NA,NA,NA
2022-01-19,NA,NA,NA
2022-01-20,NA,NA,NA
2022-01-21,NA,NA,NA
2022-01-22,NA,NA,NA
2022-01-23,NA,NA,NA
2022-01-24,NA,NA,NA
2022-01-25,NA,NA,NA
2022-01-26,NA,NA,NA
2022-01-27,NA,NA,NA
2022-01-28,NA,NA,NA
2022-01-29,NA,NA,NA
2022-01-30,NA,NA,NA
2022-01-31,NA,NA,NA
2022-02-01,NA,NA,NA
2022-02-02,NA,NA,NA
2022-02-03,NA,NA,NA
2022-02-04,NA,NA,NA
2022-02-05,NA,NA,NA
2022-02-06,NA,NA,NA
2022-02-07,NA,NA,NA
2022-02-08,NA,NA,NA
2022-02-09,NA,NA,NA
2022-02-10,NA,NA,NA
2022-02-11,NA,NA,NA
2022-02-12,NA,NA,NA
2022-02-13,NA,NA,NA
2022-02-14,NA,NA,NA
2022-02-15,NA,NA,NA
2022-02-16,NA,NA,NA
2022-02-17,NA,NA,NA
2022-02-18,NA,NA,NA
2022-02-19,NA,NA,NA
2022-02-20,NA,NA,NA
2022-02-21,NA,NA,NA
2022-02-22,NA,NA,NA
2022-02-23,NA,NA,NA
2022-02-24,NA,NA,NA
2022-02-25,NA,NA,NA
2022-02-26,NA,NA,NA
2022-02-27,NA,NA,NA
2022-02-28,NA,NA,NA
2022-03-01,NA,NA,NA
2022-03-02,NA,NA,NA
2022-03-03,NA,NA,NA
2022-03-04,NA,NA,NA
2022-03-05,NA,NA,NA
2022-03-06,NA,NA,NA
2022-03-07,NA,NA,NA
2022-03-08,NA,NA,NA
2022-03-09,NA,NA,NA
2022-03-10,NA,NA,NA
2022-03-11,NA,NA,NA
2022-03-12,NA,NA,NA
2022-03-13,NA,NA,NA
2022-03-14,NA,NA,NA
2022-03-15,NA,NA,NA
2022-03-16,NA,NA,NA
2022-03-17,NA,NA,NA
2022-03-18,NA,NA,NA
2022-03-19,NA,NA,NA
2022-03-20,NA,NA,NA
2022-03-21,NA,NA,NA
2022-03-22,NA,NA,NA
2022-03-23,NA,NA,NA
2022-03-24,NA,NA,NA
2022-03-25,NA,NA,NA
2022-03-26,NA,NA,NA
2022-03-27,NA,NA,NA
2022-03-28,NA,NA,NA
2022-03-29,NA,NA,NA
2022-03-30,NA,NA,NA
2022-03-31,NA,NA,NA
2022-04-01,NA,NA,NA
2022-04-02,NA,NA,NA
2022-04-03,NA,NA,NA
2022-04-04,NA,NA,NA
2022-04-05,NA,NA,NA
2022-04-06,NA,NA,NA
2022-04-07,NA,NA,NA
2022-04-08,NA,NA,NA
2022-04-09,NA,NA,NA
2022-04-10,NA,NA,NA
2022-04-11,NA,NA,NA
2022-04-12,NA,NA,NA
2022-04-13,NA,NA,NA
2022-04-14,NA,NA,NA
2022-04-15,NA,NA,NA
2022-04-16,NA,NA,NA
2022-04-17,NA,NA,NA
2022-04-18,NA,NA,NA
2022-04-19,NA,NA,NA
2022-04-20,NA,NA,NA
2022-04-21,NA,NA,NA
2022-04-22,NA,NA,NA
2022-04-23,NA,NA,NA
2022-04-24,NA,NA,NA
2022-04-25,NA,NA,NA
2022-04-26,NA,NA,NA
2022-04-27,NA,NA,NA
2022-04-28,NA,NA,NA
2022-04-29,NA,NA,NA
2022-04-30,NA,NA,NA
2022-05-01,NA,NA,NA
2022-05-02,NA,NA,NA
2022-05-03,NA,NA,NA
2022-05-04,NA,NA,NA
2022-05-05,NA,NA,NA
2022-05-06,NA,NA,NA
2022-05-07,NA,NA,NA
2022-05-08,NA,NA,NA
2022-05-09,NA,NA,NA
2022-05-10,NA,NA,NA
2022-05-11,NA,NA,NA
2022-05-12,NA,NA,NA
2022-05-13,NA,NA,NA
2022-05-14,NA,NA,NA
2022-05-15,NA,NA,NA
2022-05-16,NA,NA,NA
2022-05-17,NA,NA,NA
2022-05-18,NA,NA,NA
2022-05-19,NA,NA,NA
2022-05-20,NA,NA,NA
